OrderID,Date,DayOfWeek,Time,Category,Line item name,Quantity,Price Per Item,Gross Sales,Est. Cost,Est. Profit,OrderType,Payment,Cancelled
RES_ORD_2631.0,03/06/2023,Saturday,17:45,MAIN COURSES,Jolof with Chicken,2,7,14,4.9,9.1,Collection,Card,No
RES_ORD_2629.0,03/06/2023,Saturday,17:36,EXTRAS,Beef Stew,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2630.0,03/06/2023,Saturday,17:35,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Collection,Card,No
RES_ORD_2628.0,03/06/2023,Saturday,17:05,EXTRAS,Fried Plantain - Dodo,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_2635.0,03/06/2023,Saturday,20:42,EXTRAS,Gari (Dried Cassava Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_2634.0,03/06/2023,Saturday,20:28,EXTRAS,Moi Moi - Beans Pudding,3,2,6,2.1,3.9,Delivery,Card,No
RES_ORD_2633.0,03/06/2023,Saturday,19:06,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_2632.0,03/06/2023,Saturday,18:31,EXTRAS,Pounded Yam,4,3.5,14,4.9,9.1,Delivery,Card,No
RES_ORD_2631.0,03/06/2023,Saturday,17:45,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_2629.0,03/06/2023,Saturday,17:36,DRINKS,Malta Guinness,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2630.0,03/06/2023,Saturday,17:35,SOUPS,Efo Riro,5,8.6,43,15.05,27.95,Collection,Card,No
RES_ORD_2628.0,03/06/2023,Saturday,17:05,SOUPS,Egusi (Melon Soup),6,8.42,50.5,17.67,32.83,Delivery,Card,No
RES_ORD_2642.0,05/06/2023,Monday,20:02,APETISERS,Buns,1,5,5,1.75,3.25,Collection,Card,No
RES_ORD_2641.0,05/06/2023,Monday,18:49,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2640.0,05/06/2023,Monday,17:14,MAIN COURSES,Fried Rice,2,8.5,17,5.95,11.05,Collection,Card,No
RES_ORD_2639.0,05/06/2023,Monday,16:58,MAIN COURSES,Jolof,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_2638.0,05/06/2023,Monday,16:06,MAIN COURSES,Jolof with Chicken,2,7,14,4.9,9.1,Delivery,Card,No
RES_ORD_2644.0,05/06/2023,Monday,20:40,MAIN COURSES,Jolof with Fish,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_2643.0,05/06/2023,Monday,20:18,MAIN COURSES,Sphagetti Meatballs,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_2642.0,05/06/2023,Monday,20:02,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Collection,Card,No
RES_ORD_2641.0,05/06/2023,Monday,18:49,EXTRAS,Assorted Meat Stew,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_2640.0,05/06/2023,Monday,17:14,EXTRAS,Ayamase Sauce,1,7,7,2.45,4.55,Collection,Card,No
RES_ORD_2639.0,05/06/2023,Monday,16:58,EXTRAS,Fried Plantain - Dodo,6,2,12,4.2,7.8,Collection,Card,No
RES_ORD_2638.0,05/06/2023,Monday,16:06,EXTRAS,Gari (Dried Cassava Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_2644.0,05/06/2023,Monday,20:40,EXTRAS,Plain Fried Rice,2,5,10,3.5,6.5,Delivery,Card,No
RES_ORD_2643.0,05/06/2023,Monday,20:18,EXTRAS,Plain Jolof,3,4.5,13.5,4.72,8.78,Collection,Card,No
RES_ORD_2642.0,05/06/2023,Monday,20:02,EXTRAS,Pounded Yam,8,3.5,28,9.8,18.2,Collection,Card,No
RES_ORD_2641.0,05/06/2023,Monday,18:49,EXTRAS,Stewed Fried Fish,3,8.5,25.5,8.92,16.58,Delivery,Card,No
RES_ORD_2640.0,05/06/2023,Monday,17:14,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_2639.0,05/06/2023,Monday,16:58,DRINKS,Malta Guinness,3,2,6,2.1,3.9,Collection,Card,No
RES_ORD_2638.0,05/06/2023,Monday,16:06,SOUPS,Efo Riro,2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_2644.0,05/06/2023,Monday,20:40,SOUPS,Egusi (Melon Soup),4,8.5,34,11.9,22.1,Delivery,Card,No
RES_ORD_2643.0,05/06/2023,Monday,20:18,SOUPS,Ogbono,3,8.83,26.5,9.27,17.23,Collection,Card,No
RES_ORD_2642.0,05/06/2023,Monday,20:02,SOUPS,Okro,1,7,7,2.45,4.55,Collection,Card,No
RES_ORD_2645.0,06/06/2023,Tuesday,16:44,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2647.0,06/06/2023,Tuesday,19:15,APETISERS,Chin Chin,1,1.5,1.5,0.52,0.98,Delivery,Card,No
RES_ORD_2646.0,06/06/2023,Tuesday,18:28,APETISERS,Patty,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_2645.0,06/06/2023,Tuesday,16:44,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_2647.0,06/06/2023,Tuesday,19:15,MAIN COURSES,Jolof with Chicken,2,7,14,4.9,9.1,Delivery,Card,No
RES_ORD_2646.0,06/06/2023,Tuesday,18:28,MAIN COURSES,Jolof with Curry Goat,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2645.0,06/06/2023,Tuesday,16:44,EXTRAS,Fried Fish,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_2647.0,06/06/2023,Tuesday,19:15,EXTRAS,Fried Plantain - Dodo,7,2,14,4.9,9.1,Delivery,Card,No
RES_ORD_2646.0,06/06/2023,Tuesday,18:28,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2645.0,06/06/2023,Tuesday,16:44,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_2647.0,06/06/2023,Tuesday,19:15,SOUPS,Efo Riro,3,9.33,28,9.8,18.2,Delivery,Card,No
RES_ORD_2650.0,07/06/2023,Wednesday,20:29,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_2649.0,07/06/2023,Wednesday,20:04,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2650.0,07/06/2023,Wednesday,20:29,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2651.0,08/06/2023,Thursday,20:04,MAIN COURSES,Jolof with Chicken,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2651.0,08/06/2023,Thursday,20:04,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2651.0,08/06/2023,Thursday,20:04,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_2654.0,09/06/2023,Friday,20:21,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2653.0,09/06/2023,Friday,19:50,SOUPS,Efo Riro,2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_2654.0,09/06/2023,Friday,20:21,SOUPS,Ogbono,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_2657.0,10/06/2023,Saturday,16:21,EXTRAS,Beef Stew,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2657.0,10/06/2023,Saturday,16:21,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_2657.0,10/06/2023,Saturday,16:21,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2657.0,10/06/2023,Saturday,16:21,SOUPS,Egusi (Melon Soup),1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2660.0,12/06/2023,Monday,19:43,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2661.0,12/06/2023,Monday,20:15,MAIN COURSES,Fried Rice,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_2660.0,12/06/2023,Monday,19:43,EXTRAS,Assorted Meat,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2661.0,12/06/2023,Monday,20:15,EXTRAS,Coleslaw,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_2660.0,12/06/2023,Monday,19:43,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_2661.0,12/06/2023,Monday,20:15,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Collection,Card,No
RES_ORD_2660.0,12/06/2023,Monday,19:43,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_2661.0,12/06/2023,Monday,20:15,SOUPS,Efo Riro,2,7.5,15,5.25,9.75,Collection,Card,No
RES_ORD_2667.0,13/06/2023,Tuesday,19:45,MAIN COURSES,Jolof with Beef,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2666.0,13/06/2023,Tuesday,19:40,EXTRAS,Assorted Meat,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2667.0,13/06/2023,Tuesday,19:45,EXTRAS,Fried Fish,2,2.5,5,1.75,3.25,Delivery,Card,No
RES_ORD_2666.0,13/06/2023,Tuesday,19:40,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Collection,Card,No
RES_ORD_2667.0,13/06/2023,Tuesday,19:45,DRINKS,African Fanta,1,3,3,1.05,1.95,Delivery,Card,No
RES_ORD_2666.0,13/06/2023,Tuesday,19:40,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_2667.0,13/06/2023,Tuesday,19:45,SOUPS,Okro,1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_2670.0,14/06/2023,Wednesday,19:42,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2669.0,14/06/2023,Wednesday,19:19,EXTRAS,Pounded Yam,1,3.5,3.5,1.22,2.28,Collection,Card,No
RES_ORD_2670.0,14/06/2023,Wednesday,19:42,SOUPS,Efo Riro,3,8.17,24.5,8.57,15.93,Delivery,Card,No
RES_ORD_2669.0,14/06/2023,Wednesday,19:19,SOUPS,Egusi (Melon Soup),1,9,9,3.15,5.85,Collection,Card,No
RES_ORD_2671.0,15/06/2023,Thursday,20:02,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_2671.0,15/06/2023,Thursday,20:02,MAIN COURSES,Fried Rice,1,7.5,7.5,2.62,4.88,Collection,Card,No
RES_ORD_2671.0,15/06/2023,Thursday,20:02,EXTRAS,Fried Plantain - Dodo,2,2,4,1.4,2.6,Collection,Card,No
RES_ORD_2671.0,15/06/2023,Thursday,20:02,DRINKS,African Fanta,1,3,3,1.05,1.95,Collection,Card,No
RES_ORD_2671.0,15/06/2023,Thursday,20:02,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Collection,Card,No
RES_ORD_2672.0,16/06/2023,Friday,16:38,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2676.0,16/06/2023,Friday,20:39,APETISERS,Chicken Suya,1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_2675.0,16/06/2023,Friday,19:57,APETISERS,Patty,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2673.0,16/06/2023,Friday,17:02,SPECIAL ORDERS,Grilled Tilapia Fish,1,20,20,7,13,Collection,Card,No
RES_ORD_2672.0,16/06/2023,Friday,16:38,EXTRAS,Assorted Meat,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2676.0,16/06/2023,Friday,20:39,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_2675.0,16/06/2023,Friday,19:57,EXTRAS,Fried Plantain - Dodo,2,2,4,1.4,2.6,Delivery,Card,No
RES_ORD_2673.0,16/06/2023,Friday,17:02,EXTRAS,Plain Fried Rice,2,5,10,3.5,6.5,Collection,Card,No
RES_ORD_2672.0,16/06/2023,Friday,16:38,EXTRAS,Plain Jolof,2,4.5,9,3.15,5.85,Delivery,Card,No
RES_ORD_2676.0,16/06/2023,Friday,20:39,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2675.0,16/06/2023,Friday,19:57,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_2673.0,16/06/2023,Friday,17:02,DRINKS,Malta Guinness,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2672.0,16/06/2023,Friday,16:38,SOUPS,Efo Riro,2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_2676.0,16/06/2023,Friday,20:39,SOUPS,Egusi (Melon Soup),1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_2680.0,17/06/2023,Saturday,16:54,APETISERS,Beef Suya,1,6.5,6.5,2.27,4.23,Delivery,Card,No
RES_ORD_2679.0,17/06/2023,Saturday,16:08,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_2686.0,17/06/2023,Saturday,19:04,APETISERS,Patty,3,2,6,2.1,3.9,Collection,Card,No
RES_ORD_2685.0,17/06/2023,Saturday,18:45,MAIN COURSES,Fried Rice,1,9,9,3.15,5.85,Collection,Card,Yes
RES_ORD_2684.0,17/06/2023,Saturday,18:42,MAIN COURSES,Jolof with Beef,1,7,7,2.45,4.55,Collection,Card,Yes
RES_ORD_2682.0,17/06/2023,Saturday,17:58,MAIN COURSES,Jolof with Chicken,3,7,21,7.35,13.65,Delivery,Card,No
RES_ORD_2680.0,17/06/2023,Saturday,16:54,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2679.0,17/06/2023,Saturday,16:08,EXTRAS,Assorted Meat,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2686.0,17/06/2023,Saturday,19:04,EXTRAS,Assorted Meat Stew,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_2685.0,17/06/2023,Saturday,18:45,EXTRAS,Extra Stew,2,2,4,1.4,2.6,Collection,Card,Yes
RES_ORD_2684.0,17/06/2023,Saturday,18:42,EXTRAS,Fried Plantain - Dodo,2,2,4,1.4,2.6,Collection,Card,Yes
RES_ORD_2682.0,17/06/2023,Saturday,17:58,EXTRAS,Pounded Yam,4,3.5,14,4.9,9.1,Delivery,Card,No
RES_ORD_2680.0,17/06/2023,Saturday,16:54,SOUPS,Efo Riro,3,7.5,22.5,7.87,14.63,Delivery,Card,No
RES_ORD_2679.0,17/06/2023,Saturday,16:08,SOUPS,Egusi (Melon Soup),2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_2686.0,17/06/2023,Saturday,19:04,Friday Specials,Beef Suya,2,6.5,13,4.55,8.45,Collection,Card,No
RES_ORD_2688.0,19/06/2023,Monday,20:02,APETISERS,Assorted Meat Pepper Soup,2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_2687.0,19/06/2023,Monday,19:19,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_2691.0,19/06/2023,Monday,20:30,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2690.0,19/06/2023,Monday,20:03,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_2688.0,19/06/2023,Monday,20:02,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2687.0,19/06/2023,Monday,19:19,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Collection,Card,No
RES_ORD_2691.0,19/06/2023,Monday,20:30,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2690.0,19/06/2023,Monday,20:03,SOUPS,Efo Riro,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_2688.0,19/06/2023,Monday,20:02,SOUPS,Ogbono,2,8.5,17,5.95,11.05,Delivery,Card,No
RES_ORD_2696.0,21/06/2023,Wednesday,19:55,MAIN COURSES,Jolof with Chicken,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2694.0,21/06/2023,Wednesday,16:21,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2696.0,21/06/2023,Wednesday,19:55,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_2694.0,21/06/2023,Wednesday,16:21,EXTRAS,Pounded Yam,4,3.5,14,4.9,9.1,Collection,Card,No
RES_ORD_2696.0,21/06/2023,Wednesday,19:55,DRINKS,Bottle Water,2,1,2,0.7,1.3,Delivery,Card,No
RES_ORD_2700.0,22/06/2023,Thursday,20:24,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2699.0,22/06/2023,Thursday,18:23,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_2700.0,22/06/2023,Thursday,20:24,MAIN COURSES,Jolof with Chicken,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2699.0,22/06/2023,Thursday,18:23,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2700.0,22/06/2023,Thursday,20:24,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_2699.0,22/06/2023,Thursday,18:23,SOUPS,Efo Riro,2,9.25,18.5,6.47,12.03,Collection,Card,No
RES_ORD_2700.0,22/06/2023,Thursday,20:24,SOUPS,Egusi (Melon Soup),1,9,9,3.15,5.85,Delivery,Card,No
RES_ORD_2708.0,23/06/2023,Friday,18:56,MAIN COURSES,Jolof,1,8.5,8.5,2.97,5.53,Delivery,Card,No
RES_ORD_2707.0,23/06/2023,Friday,17:30,MAIN COURSES,Jolof with Beef,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2706.0,23/06/2023,Friday,17:15,MAIN COURSES,Jolof with Curry Goat,2,8,16,5.6,10.4,Collection,Card,No
RES_ORD_2705.0,23/06/2023,Friday,16:27,EXTRAS,Beef Stew,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_2708.0,23/06/2023,Friday,18:56,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_2707.0,23/06/2023,Friday,17:30,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2706.0,23/06/2023,Friday,17:15,EXTRAS,Moi Moi - Beans Pudding,2,2,4,1.4,2.6,Collection,Card,No
RES_ORD_2705.0,23/06/2023,Friday,16:27,EXTRAS,Plain Jolof,1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_2708.0,23/06/2023,Friday,18:56,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2707.0,23/06/2023,Friday,17:30,DRINKS,Coke 330ml,1,1,1,0.35,0.65,Delivery,Card,No
RES_ORD_2706.0,23/06/2023,Friday,17:15,Restaurant DEALS,Jolof Sharing Pack (Plain),1,21.5,21.5,7.52,13.98,Collection,Card,No
RES_ORD_2705.0,23/06/2023,Friday,16:27,SOUPS,Efo Riro,3,7.5,22.5,7.87,14.63,Delivery,Card,No
RES_ORD_2716.0,24/06/2023,Saturday,18:12,APETISERS,Assorted Meat Pepper Soup,2,7.5,15,5.25,9.75,Collection,Card,No
RES_ORD_2714.0,24/06/2023,Saturday,17:52,MAIN COURSES,Fried Rice,2,9.25,18.5,6.47,12.03,Delivery,Card,No
RES_ORD_2713.0,24/06/2023,Saturday,16:52,MAIN COURSES,Jolof with Beef,2,7,14,4.9,9.1,Delivery,Card,No
RES_ORD_2712.0,24/06/2023,Saturday,16:18,EXTRAS,Assorted Meat,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2711.0,24/06/2023,Saturday,16:14,EXTRAS,Assorted Meat Stew,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_2717.0,24/06/2023,Saturday,18:16,EXTRAS,Ayamase Sauce,3,7,21,7.35,13.65,Collection,Card,No
RES_ORD_2716.0,24/06/2023,Saturday,18:12,EXTRAS,Beef Stew,2,8,16,5.6,10.4,Collection,Card,No
RES_ORD_2714.0,24/06/2023,Saturday,17:52,EXTRAS,Fried Fish,11,2.5,27.5,9.62,17.88,Delivery,Card,No
RES_ORD_2713.0,24/06/2023,Saturday,16:52,EXTRAS,Plain Fried Rice,4,5,20,7,13,Delivery,Card,No
RES_ORD_2712.0,24/06/2023,Saturday,16:18,EXTRAS,Plain Jolof,5,4.5,22.5,7.87,14.63,Collection,Card,No
RES_ORD_2711.0,24/06/2023,Saturday,16:14,EXTRAS,Pounded Yam,7,3.5,24.5,8.57,15.93,Collection,Card,No
RES_ORD_2717.0,24/06/2023,Saturday,18:16,EXTRAS,Stewed Fried Fish,1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_2716.0,24/06/2023,Saturday,18:12,DRINKS,Coke 330ml,2,1,2,0.7,1.3,Collection,Card,No
RES_ORD_2714.0,24/06/2023,Saturday,17:52,SOUPS,Efo Riro,2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_2713.0,24/06/2023,Saturday,16:52,SOUPS,Egusi (Melon Soup),3,8.5,25.5,8.92,16.58,Delivery,Card,No
RES_ORD_2712.0,24/06/2023,Saturday,16:18,SOUPS,Ogbono,2,8.75,17.5,6.12,11.38,Collection,Card,No
RES_ORD_2723.0,28/06/2023,Wednesday,19:36,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2722.0,28/06/2023,Wednesday,19:26,MAIN COURSES,Jolof with Fish,3,9,27,9.45,17.55,Collection,Card,No
RES_ORD_2723.0,28/06/2023,Wednesday,19:36,EXTRAS,Beef Stew,2,8,16,5.6,10.4,Delivery,Card,No
RES_ORD_2722.0,28/06/2023,Wednesday,19:26,EXTRAS,Boiled Rice,2,2,4,1.4,2.6,Collection,Card,No
RES_ORD_2723.0,28/06/2023,Wednesday,19:36,EXTRAS,Fried Plantain - Dodo,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2722.0,28/06/2023,Wednesday,19:26,EXTRAS,Pounded Yam,3,3.5,10.5,3.67,6.83,Collection,Card,No
RES_ORD_2723.0,28/06/2023,Wednesday,19:36,EXTRAS,Semolina (Maize Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_2722.0,28/06/2023,Wednesday,19:26,DRINKS,Coke 330ml,2,1,2,0.7,1.3,Collection,Card,No
RES_ORD_2723.0,28/06/2023,Wednesday,19:36,SOUPS,Efo Riro,1,9.5,9.5,3.32,6.18,Delivery,Card,No
RES_ORD_2727.0,29/06/2023,Thursday,18:35,APETISERS,Assorted Meat Pepper Soup,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2728.0,29/06/2023,Thursday,18:56,APETISERS,Buns,1,5,5,1.75,3.25,Delivery,Card,No
RES_ORD_2726.0,29/06/2023,Thursday,18:44,APETISERS,Patty,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2727.0,29/06/2023,Thursday,18:35,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2728.0,29/06/2023,Thursday,18:56,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2726.0,29/06/2023,Thursday,18:44,EXTRAS,Ayamase Sauce,1,7,7,2.45,4.55,Collection,Card,No
RES_ORD_2727.0,29/06/2023,Thursday,18:35,EXTRAS,Fried Fish,1,2.5,2.5,0.88,1.62,Delivery,Card,No
RES_ORD_2728.0,29/06/2023,Thursday,18:56,EXTRAS,Gari (Dried Cassava Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_2726.0,29/06/2023,Thursday,18:44,EXTRAS,Moi Moi - Beans Pudding,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2727.0,29/06/2023,Thursday,18:35,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Delivery,Card,No
RES_ORD_2728.0,29/06/2023,Thursday,18:56,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2726.0,29/06/2023,Thursday,18:44,SOUPS,Egusi (Melon Soup),1,8.5,8.5,2.97,5.53,Collection,Card,No
RES_ORD_2730.0,30/06/2023,Friday,16:31,MAIN COURSES,Jolof with Curry Goat,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2731.0,30/06/2023,Friday,17:02,SPECIAL ORDERS,Beans,1,7,7,2.45,4.55,Delivery,Card,No
RES_ORD_2730.0,30/06/2023,Friday,16:31,EXTRAS,Amala (Dried Yam Flour),1,4.5,4.5,1.57,2.93,Delivery,Card,No
RES_ORD_2731.0,30/06/2023,Friday,17:02,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2730.0,30/06/2023,Friday,16:31,EXTRAS,Fried Fish,5,2.5,12.5,4.38,8.12,Delivery,Card,No
RES_ORD_2731.0,30/06/2023,Friday,17:02,EXTRAS,Gari (Dried Cassava Flour),1,3.5,3.5,1.22,2.28,Delivery,Card,No
RES_ORD_2730.0,30/06/2023,Friday,16:31,Restaurant DEALS,Jolof Sharing Pack (Plain),1,21.5,21.5,7.52,13.98,Delivery,Card,No
RES_ORD_2731.0,30/06/2023,Friday,17:02,SOUPS,Efo Riro,1,7.5,7.5,2.62,4.88,Delivery,Card,No
RES_ORD_2739.0,01/07/2023,Saturday,18:52,APETISERS,Assorted Meat Pepper Soup,2,7.5,15,5.25,9.75,Delivery,Card,No
RES_ORD_2738.0,01/07/2023,Saturday,18:14,MAIN COURSES,Boiled Rice with Designer Stew - Ayamase,1,8,8,2.8,5.2,Collection,Card,No
RES_ORD_2736.0,01/07/2023,Saturday,17:19,EXTRAS,Assorted Meat Stew,1,8,8,2.8,5.2,Delivery,Card,No
RES_ORD_2735.0,01/07/2023,Saturday,16:35,EXTRAS,Boiled Rice,1,2,2,0.7,1.3,Collection,Card,No
RES_ORD_2739.0,01/07/2023,Saturday,18:52,EXTRAS,Extra Stew,1,2,2,0.7,1.3,Delivery,Card,No
RES_ORD_2738.0,01/07/2023,Saturday,18:14,EXTRAS,Plain Fried Rice,4,5,20,7,13,Collection,Card,No
RES_ORD_2736.0,01/07/2023,Saturday,17:19,EXTRAS,Plain Jolof,3,4.5,13.5,4.72,8.78,Delivery,Card,No
RES_ORD_2735.0,01/07/2023,Saturday,16:35,EXTRAS,Pounded Yam,2,3.5,7,2.45,4.55,Collection,Card,No
RES_ORD_2739.0,01/07/2023,Saturday,18:52,Restaurant DEALS,Fried Rice (Sharing Pack Plain),1,24,24,8.4,15.6,Delivery,Card,No
RES_ORD_2738.0,01/07/2023,Saturday,18:14,SOUPS,Efo Riro,2,9.25,18.5,6.47,12.03,Collection,Card,No
