Order Date,Product,Category,Region,Quantity,Unit Price,Revenue,Cost
2024-05-23,Office Chair,Furniture,South,7,225.91,1581.37,989.53
2024-05-23,Coffee Mug,Home & Kitchen,West,8,17.68,141.44,91.79
2024-05-23,Water Bottle,Home & Kitchen,Central,6,25.75,154.5,92.31
2024-05-23,Sticky Notes,Stationery,West,2,8.75,17.5,10.03
2024-05-23,Water Bottle,Home & Kitchen,North,3,10.65,31.95,20.53
2024-05-23,USB-C Hub,Electronics,East,5,62.52,312.6,217.05
2024-05-23,USB-C Hub,Electronics,West,4,29.88,119.52,77.56
2024-05-24,Sticky Notes,Stationery,Central,3,2.61,7.83,4.76
2024-05-24,Sticky Notes,Stationery,South,6,10.25,61.5,33.53
2024-05-24,USB-C Hub,Electronics,Central,7,105.12,735.84,411.55
2024-05-24,Sticky Notes,Stationery,West,8,14.2,113.6,62.51
2024-05-24,Sticky Notes,Stationery,East,4,14.47,57.88,33.69
2024-05-24,USB-C Hub,Electronics,West,3,95.28,285.84,187.87
2024-05-24,Water Bottle,Home & Kitchen,West,7,12.98,90.86,62.68
2024-05-24,USB-C Hub,Electronics,West,2,91.23,182.46,96.43
2024-05-24,Standing Desk,Furniture,East,1,210.98,210.98,130.74
2024-05-24,Office Chair,Furniture,West,5,216.97,1084.85,733.41
2024-05-24,Desk Lamp,Furniture,East,1,318.42,318.42,196.46
2024-05-24,Ballpoint Pens (Pack),Stationery,East,4,11.51,46.04,30.99
2024-05-24,Office Chair,Furniture,West,7,245.04,1715.28,1106.03
2024-05-24,Standing Desk,Furniture,East,6,302.53,1815.18,944.3
2024-05-24,Ballpoint Pens (Pack),Stationery,South,8,5.45,43.6,29.0
2024-05-24,Ballpoint Pens (Pack),Stationery,Central,7,10.68,74.76,38.99
2024-05-24,Water Bottle,Home & Kitchen,North,2,22.8,45.6,31.04
2024-05-25,Notebook Set,Stationery,West,1,13.08,13.08,7.91
2024-05-25,Notebook Set,Stationery,West,1,10.2,10.2,5.7
2024-05-25,Notebook Set,Stationery,North,8,12.64,101.12,70.25
2024-05-25,Office Chair,Furniture,East,8,154.11,1232.88,805.96
2024-05-25,USB-C Hub,Electronics,South,6,92.77,556.62,333.95
2024-05-26,Mechanical Keyboard,Electronics,East,6,79.72,478.32,318.44
2024-05-26,Mechanical Keyboard,Electronics,North,7,47.86,335.02,185.24
2024-05-26,Ballpoint Pens (Pack),Stationery,East,6,11.81,70.86,40.0
2024-05-26,Mechanical Keyboard,Electronics,South,5,110.43,552.15,335.51
2024-05-26,Notebook Set,Stationery,Central,2,9.77,19.54,11.35
2024-05-26,Standing Desk,Furniture,South,6,175.06,1050.36,726.02
2024-05-26,Standing Desk,Furniture,Central,2,125.2,250.4,132.96
2024-05-26,Standing Desk,Furniture,North,8,261.57,2092.56,1230.57
2024-05-26,Office Chair,Furniture,South,1,339.73,339.73,199.69
2024-05-26,Sticky Notes,Stationery,Central,4,9.55,38.2,25.89
2024-05-27,Notebook Set,Stationery,East,6,6.81,40.86,28.09
2024-05-27,Desk Lamp,Furniture,Central,6,261.03,1566.18,1003.12
2024-05-27,Sticky Notes,Stationery,Central,3,14.81,44.43,26.97
2024-05-27,Mechanical Keyboard,Electronics,Central,4,90.61,362.44,252.63
2024-05-27,Ballpoint Pens (Pack),Stationery,East,1,9.68,9.68,6.77
2024-05-27,Wireless Mouse,Electronics,Central,8,73.69,589.52,312.2
2024-05-27,Water Bottle,Home & Kitchen,East,2,27.72,55.44,28.03
2024-05-27,Coffee Mug,Home & Kitchen,West,7,12.73,89.11,52.61
2024-05-27,Sticky Notes,Stationery,East,6,8.6,51.6,33.71
2024-05-27,Water Bottle,Home & Kitchen,Central,6,24.6,147.6,91.14
2024-05-27,Mechanical Keyboard,Electronics,Central,2,70.63,141.26,87.62
2024-05-28,USB-C Hub,Electronics,South,1,83.19,83.19,57.34
2024-05-28,Coffee Mug,Home & Kitchen,West,7,12.03,84.21,47.35
2024-05-28,USB-C Hub,Electronics,West,5,67.47,337.35,235.18
2024-05-28,Water Bottle,Home & Kitchen,North,6,27.34,164.04,84.02
2024-05-28,Sticky Notes,Stationery,North,6,14.81,88.86,50.24
2024-05-28,Standing Desk,Furniture,North,6,337.16,2022.96,1085.03
2024-05-28,Office Chair,Furniture,East,2,324.66,649.32,440.43
2024-05-28,USB-C Hub,Electronics,Central,3,100.51,301.53,204.33
2024-05-28,Mechanical Keyboard,Electronics,East,5,26.32,131.6,68.42
2024-05-28,Office Chair,Furniture,Central,3,326.8,980.4,597.65
2024-05-28,Notebook Set,Stationery,West,2,5.2,10.4,7.2
2024-05-28,Ballpoint Pens (Pack),Stationery,South,7,14.77,103.39,69.14
2024-05-29,Water Bottle,Home & Kitchen,Central,2,28.06,56.12,34.38
2024-05-29,Sticky Notes,Stationery,Central,7,5.67,39.69,25.91
2024-05-29,Standing Desk,Furniture,West,7,83.89,587.23,359.53
2024-05-29,Coffee Mug,Home & Kitchen,West,5,23.05,115.25,58.9
2024-05-29,Wireless Mouse,Electronics,South,2,47.25,94.5,59.36
2024-05-29,Wireless Mouse,Electronics,Central,1,19.96,19.96,10.19
2024-05-29,Water Bottle,Home & Kitchen,West,3,12.72,38.16,22.57
2024-05-29,USB-C Hub,Electronics,South,6,22.66,135.96,68.4
2024-05-29,Notebook Set,Stationery,South,2,5.13,10.26,6.84
2024-05-29,USB-C Hub,Electronics,West,4,54.04,216.16,118.72
2024-05-29,Water Bottle,Home & Kitchen,East,7,14.81,103.67,71.33
2024-05-29,Water Bottle,Home & Kitchen,East,7,14.12,98.84,67.23
2024-05-29,Ballpoint Pens (Pack),Stationery,East,1,11.05,11.05,6.99
2024-05-29,Office Chair,Furniture,North,2,321.64,643.28,363.76
2024-05-29,Standing Desk,Furniture,West,5,142.56,712.8,373.42
2024-05-29,Office Chair,Furniture,North,8,210.29,1682.32,878.64
2024-05-29,Wireless Mouse,Electronics,West,3,23.78,71.34,40.96
2024-05-30,USB-C Hub,Electronics,West,1,84.6,84.6,54.57
2024-05-30,Wireless Mouse,Electronics,Central,1,114.6,114.6,65.32
2024-05-30,Office Chair,Furniture,North,7,334.58,2342.06,1464.82
2024-05-30,Desk Lamp,Furniture,West,1,80.12,80.12,48.98
2024-05-30,USB-C Hub,Electronics,Central,6,20.95,125.7,78.4
2024-05-30,USB-C Hub,Electronics,East,6,19.04,114.24,57.2
2024-05-30,Wireless Mouse,Electronics,West,2,104.99,209.98,105.82
2024-05-30,Ballpoint Pens (Pack),Stationery,Central,7,7.85,54.95,34.98
2024-05-30,Coffee Mug,Home & Kitchen,East,6,27.77,166.62,98.45
2024-05-30,Desk Lamp,Furniture,South,3,271.98,815.94,449.94
2024-05-30,USB-C Hub,Electronics,East,1,60.33,60.33,40.78
2024-05-30,Office Chair,Furniture,West,3,162.35,487.05,284.22
2024-05-30,Ballpoint Pens (Pack),Stationery,West,7,10.65,74.55,45.18
2024-05-31,Office Chair,Furniture,South,4,334.92,1339.68,767.21
2024-05-31,Ballpoint Pens (Pack),Stationery,Central,7,7.11,49.77,30.29
2024-05-31,Ballpoint Pens (Pack),Stationery,East,7,9.17,64.19,37.03
2024-05-31,Sticky Notes,Stationery,West,3,4.68,14.04,7.5
2024-05-31,Water Bottle,Home & Kitchen,Central,3,11.32,33.96,19.13
2024-05-31,Office Chair,Furniture,South,8,330.58,2644.64,1785.62
2024-05-31,Water Bottle,Home & Kitchen,North,2,9.16,18.32,12.28
2024-05-31,Desk Lamp,Furniture,East,4,337.81,1351.24,844.05
2024-05-31,Desk Lamp,Furniture,Central,8,264.04,2112.32,1293.54
2024-05-31,USB-C Hub,Electronics,South,7,27.44,192.08,120.19
2024-05-31,Standing Desk,Furniture,South,2,102.53,205.06,108.09
2024-06-01,Notebook Set,Stationery,West,7,9.62,67.34,38.55
2024-06-01,Ballpoint Pens (Pack),Stationery,Central,3,8.39,25.17,14.32
2024-06-01,Desk Lamp,Furniture,North,6,99.13,594.78,315.17
2024-06-01,Water Bottle,Home & Kitchen,South,6,15.8,94.8,66.05
2024-06-01,Ballpoint Pens (Pack),Stationery,North,7,5.29,37.03,25.79
2024-06-01,Wireless Mouse,Electronics,West,6,110.11,660.66,389.65
2024-06-01,Notebook Set,Stationery,East,1,10.54,10.54,5.97
2024-06-01,Wireless Mouse,Electronics,South,1,92.14,92.14,53.07
2024-06-02,Wireless Mouse,Electronics,East,7,50.24,351.68,204.48
2024-06-02,Desk Lamp,Furniture,South,6,220.19,1321.14,901.9
2024-06-02,Water Bottle,Home & Kitchen,North,6,10.83,64.98,42.39
2024-06-02,Office Chair,Furniture,North,3,104.66,313.98,211.23
2024-06-02,Wireless Mouse,Electronics,North,6,106.37,638.22,430.33
2024-06-02,Ballpoint Pens (Pack),Stationery,East,2,3.8,7.6,5.21
2024-06-02,USB-C Hub,Electronics,North,2,15.4,30.8,15.89
2024-06-02,Desk Lamp,Furniture,Central,4,117.22,468.88,251.89
2024-06-02,Standing Desk,Furniture,Central,1,207.2,207.2,114.51
2024-06-02,Sticky Notes,Stationery,Central,4,2.99,11.96,6.75
2024-06-02,Office Chair,Furniture,South,7,231.77,1622.39,903.8
2024-06-02,Notebook Set,Stationery,East,6,10.51,63.06,34.7
2024-06-02,USB-C Hub,Electronics,North,1,21.59,21.59,14.33
2024-06-03,Mechanical Keyboard,Electronics,West,1,117.6,117.6,80.31
2024-06-03,Water Bottle,Home & Kitchen,Central,2,15.88,31.76,21.03
2024-06-03,Desk Lamp,Furniture,West,5,150.91,754.55,465.89
2024-06-03,Wireless Mouse,Electronics,East,7,63.82,446.74,310.24
2024-06-03,Ballpoint Pens (Pack),Stationery,West,8,7.01,56.08,37.84
2024-06-03,Desk Lamp,Furniture,West,3,64.05,192.15,102.71
2024-06-03,Coffee Mug,Home & Kitchen,South,4,15.42,61.68,31.11
2024-06-03,Notebook Set,Stationery,South,5,5.61,28.05,17.43
2024-06-03,Ballpoint Pens (Pack),Stationery,West,7,14.6,102.2,70.75
2024-06-03,Mechanical Keyboard,Electronics,East,8,78.82,630.56,342.57
2024-06-03,Ballpoint Pens (Pack),Stationery,North,5,6.04,30.2,18.79
2024-06-03,Coffee Mug,Home & Kitchen,South,5,10.82,54.1,33.17
2024-06-03,Ballpoint Pens (Pack),Stationery,North,1,4.72,4.72,2.58
2024-06-03,Desk Lamp,Furniture,West,5,227.39,1136.95,597.38
2024-06-03,Desk Lamp,Furniture,Central,4,236.72,946.88,580.12
2024-06-03,Wireless Mouse,Electronics,East,2,55.34,110.68,65.58
2024-06-03,Standing Desk,Furniture,North,8,116.02,928.16,531.61
2024-06-03,Wireless Mouse,Electronics,West,4,38.45,153.8,94.18
2024-06-03,Standing Desk,Furniture,East,8,235.38,1883.04,1184.75
2024-06-03,Coffee Mug,Home & Kitchen,Central,2,19.52,39.04,23.46
2024-06-03,Office Chair,Furniture,West,7,307.28,2150.96,1202.86
2024-06-03,Wireless Mouse,Electronics,West,2,53.71,107.42,61.92
2024-06-04,USB-C Hub,Electronics,Central,8,94.64,757.12,485.51
2024-06-04,Ballpoint Pens (Pack),Stationery,East,3,2.22,6.66,3.76
2024-06-04,Ballpoint Pens (Pack),Stationery,East,3,9.15,27.45,17.27
2024-06-04,Notebook Set,Stationery,South,6,10.37,62.22,40.52
2024-06-04,Wireless Mouse,Electronics,Central,1,90.89,90.89,47.99
2024-06-04,Mechanical Keyboard,Electronics,Central,3,113.71,341.13,193.64
2024-06-04,Notebook Set,Stationery,East,2,8.82,17.64,10.22
2024-06-04,USB-C Hub,Electronics,Central,2,100.51,201.02,110.99
2024-06-04,Office Chair,Furniture,North,1,304.44,304.44,165.55
2024-06-04,Office Chair,Furniture,South,3,153.66,460.98,232.27
2024-06-04,Standing Desk,Furniture,West,1,262.17,262.17,162.0
2024-06-04,Office Chair,Furniture,South,8,263.53,2108.24,1433.0
2024-06-04,USB-C Hub,Electronics,West,4,30.99,123.96,68.57
2024-06-04,Desk Lamp,Furniture,Central,7,118.46,829.22,468.85
2024-06-05,Standing Desk,Furniture,West,2,190.98,381.96,242.3
2024-06-05,Notebook Set,Stationery,South,3,3.39,10.17,5.5
2024-06-05,Coffee Mug,Home & Kitchen,East,4,9.2,36.8,23.01
2024-06-05,Coffee Mug,Home & Kitchen,East,4,11.98,47.92,27.16
2024-06-05,Ballpoint Pens (Pack),Stationery,West,6,11.8,70.8,42.2
2024-06-05,Coffee Mug,Home & Kitchen,East,4,8.69,34.76,17.73
2024-06-05,Wireless Mouse,Electronics,East,1,46.86,46.86,23.93
2024-06-05,Office Chair,Furniture,South,7,168.12,1176.84,658.43
2024-06-05,Wireless Mouse,Electronics,North,5,29.89,149.45,102.06
2024-06-05,Mechanical Keyboard,Electronics,North,8,33.33,266.64,180.59
2024-06-05,Sticky Notes,Stationery,East,5,2.82,14.1,7.66
2024-06-06,Notebook Set,Stationery,West,1,8.05,8.05,4.05
2024-06-06,Wireless Mouse,Electronics,North,5,89.54,447.7,283.95
2024-06-06,Office Chair,Furniture,South,8,348.79,2790.32,1873.42
2024-06-06,Sticky Notes,Stationery,West,4,5.72,22.88,13.12
2024-06-06,Ballpoint Pens (Pack),Stationery,Central,3,11.44,34.32,19.36
2024-06-06,Water Bottle,Home & Kitchen,East,7,15.64,109.48,61.14
2024-06-06,Water Bottle,Home & Kitchen,West,7,27.46,192.22,108.9
2024-06-06,Desk Lamp,Furniture,West,8,309.92,2479.36,1490.77
2024-06-06,Water Bottle,Home & Kitchen,South,6,25.57,153.42,80.99
2024-06-06,Office Chair,Furniture,West,2,315.41,630.82,380.96
2024-06-06,Coffee Mug,Home & Kitchen,North,5,12.99,64.95,41.69
2024-06-06,Desk Lamp,Furniture,West,2,302.58,605.16,365.89
2024-06-06,Notebook Set,Stationery,South,6,14.84,89.04,55.99
2024-06-06,USB-C Hub,Electronics,South,1,108.78,108.78,74.32
2024-06-06,Standing Desk,Furniture,South,7,120.68,844.76,454.65
2024-06-07,Wireless Mouse,Electronics,North,5,27.71,138.55,76.3
2024-06-07,Mechanical Keyboard,Electronics,West,6,84.47,506.82,291.41
2024-06-07,Standing Desk,Furniture,West,8,232.07,1856.56,1113.93
2024-06-07,Desk Lamp,Furniture,North,5,309.74,1548.7,804.71
2024-06-07,Coffee Mug,Home & Kitchen,Central,6,16.36,98.16,67.98
2024-06-07,Mechanical Keyboard,Electronics,West,5,72.09,360.45,246.71
2024-06-08,Ballpoint Pens (Pack),Stationery,West,6,2.45,14.7,9.63
2024-06-08,Ballpoint Pens (Pack),Stationery,South,7,9.71,67.97,34.37
2024-06-08,Sticky Notes,Stationery,West,2,11.06,22.12,15.15
2024-06-09,Water Bottle,Home & Kitchen,North,5,27.85,139.25,77.8
2024-06-09,USB-C Hub,Electronics,North,5,78.12,390.6,201.3
2024-06-09,Ballpoint Pens (Pack),Stationery,West,4,12.49,49.96,32.7
2024-06-09,Wireless Mouse,Electronics,East,3,38.46,115.38,74.16
2024-06-09,Mechanical Keyboard,Electronics,North,3,29.62,88.86,52.22
2024-06-09,Desk Lamp,Furniture,West,1,320.33,320.33,186.98
2024-06-09,Wireless Mouse,Electronics,East,7,73.51,514.57,354.92
2024-06-09,Desk Lamp,Furniture,West,7,130.54,913.78,461.3
2024-06-10,Mechanical Keyboard,Electronics,Central,3,84.79,254.37,140.57
2024-06-10,Mechanical Keyboard,Electronics,South,7,27.16,190.12,123.45
2024-06-10,Notebook Set,Stationery,North,6,3.47,20.82,12.85
2024-06-10,Wireless Mouse,Electronics,East,3,48.55,145.65,92.17
2024-06-10,Ballpoint Pens (Pack),Stationery,West,4,10.23,40.92,27.04
2024-06-10,USB-C Hub,Electronics,South,3,105.42,316.26,193.94
2024-06-10,Office Chair,Furniture,West,6,300.11,1800.66,915.78
2024-06-10,Desk Lamp,Furniture,West,1,270.68,270.68,180.62
2024-06-10,Office Chair,Furniture,South,8,289.24,2313.92,1506.56
2024-06-10,USB-C Hub,Electronics,South,5,67.2,336.0,205.75
2024-06-10,USB-C Hub,Electronics,North,6,44.13,264.78,150.47
2024-06-11,Sticky Notes,Stationery,Central,6,8.11,48.66,31.7
2024-06-11,Coffee Mug,Home & Kitchen,Central,3,15.53,46.59,28.11
2024-06-11,Water Bottle,Home & Kitchen,North,5,21.08,105.4,57.5
2024-06-11,Desk Lamp,Furniture,South,4,148.84,595.36,346.68
2024-06-11,Standing Desk,Furniture,Central,7,114.62,802.34,529.9
2024-06-11,Standing Desk,Furniture,South,6,220.34,1322.04,798.54
2024-06-11,Mechanical Keyboard,Electronics,East,4,36.6,146.4,92.16
2024-06-11,Ballpoint Pens (Pack),Stationery,East,4,14.12,56.48,32.1
2024-06-12,Standing Desk,Furniture,Central,2,340.29,680.58,340.73
2024-06-12,Office Chair,Furniture,East,8,347.35,2778.8,1704.77
2024-06-12,Office Chair,Furniture,East,1,242.15,242.15,142.25
2024-06-12,Desk Lamp,Furniture,North,3,164.79,494.37,330.95
2024-06-12,Standing Desk,Furniture,North,5,87.81,439.05,223.03
2024-06-12,Water Bottle,Home & Kitchen,Central,1,14.1,14.1,8.26
2024-06-12,Office Chair,Furniture,South,5,162.53,812.65,501.26
2024-06-12,Office Chair,Furniture,South,7,238.73,1671.11,1083.03
2024-06-12,Standing Desk,Furniture,West,2,305.16,610.32,325.38
2024-06-12,USB-C Hub,Electronics,South,5,26.28,131.4,81.46
2024-06-12,Notebook Set,Stationery,West,4,7.31,29.24,15.5
2024-06-12,Notebook Set,Stationery,Central,7,4.67,32.69,19.2
2024-06-12,Sticky Notes,Stationery,East,6,7.04,42.24,22.86
2024-06-12,USB-C Hub,Electronics,North,7,32.68,228.76,126.92
2024-06-13,Standing Desk,Furniture,South,7,196.22,1373.54,753.82
2024-06-13,Mechanical Keyboard,Electronics,West,1,55.83,55.83,36.0
2024-06-13,Notebook Set,Stationery,North,7,6.77,47.39,28.23
2024-06-13,USB-C Hub,Electronics,South,4,103.82,415.28,215.11
2024-06-13,USB-C Hub,Electronics,North,1,41.29,41.29,21.81
2024-06-13,Notebook Set,Stationery,East,3,8.77,26.31,13.64
2024-06-14,Wireless Mouse,Electronics,Central,3,45.27,135.81,68.37
2024-06-14,Office Chair,Furniture,Central,2,89.44,178.88,93.88
2024-06-14,Ballpoint Pens (Pack),Stationery,Central,6,14.12,84.72,42.51
2024-06-14,USB-C Hub,Electronics,East,1,67.6,67.6,40.14
2024-06-14,USB-C Hub,Electronics,South,6,75.26,451.56,235.7
2024-06-14,Office Chair,Furniture,South,1,169.45,169.45,111.8
2024-06-14,Water Bottle,Home & Kitchen,West,7,19.43,136.01,89.4
2024-06-14,Coffee Mug,Home & Kitchen,West,5,18.99,94.95,62.76
2024-06-14,Office Chair,Furniture,North,6,93.51,561.06,314.14
2024-06-14,Wireless Mouse,Electronics,East,8,35.86,286.88,151.88
2024-06-14,Coffee Mug,Home & Kitchen,South,5,27.88,139.4,76.75
2024-06-14,Notebook Set,Stationery,West,8,3.7,29.6,16.25
2024-06-14,USB-C Hub,Electronics,North,5,54.27,271.35,183.0
2024-06-14,Mechanical Keyboard,Electronics,Central,5,52.25,261.25,176.01
2024-06-14,Ballpoint Pens (Pack),Stationery,North,6,8.59,51.54,26.81
2024-06-15,Sticky Notes,Stationery,East,1,8.77,8.77,5.09
2024-06-15,Coffee Mug,Home & Kitchen,West,6,19.37,116.22,60.98
2024-06-15,Ballpoint Pens (Pack),Stationery,West,7,12.13,84.91,52.07
2024-06-15,Mechanical Keyboard,Electronics,South,7,49.67,347.69,183.86
2024-06-15,Office Chair,Furniture,North,7,123.87,867.09,456.6
2024-06-15,Notebook Set,Stationery,Central,4,3.97,15.88,8.75
2024-06-15,Office Chair,Furniture,North,2,70.86,141.72,77.07
2024-06-15,USB-C Hub,Electronics,West,2,23.4,46.8,32.57
2024-06-16,Ballpoint Pens (Pack),Stationery,East,6,4.02,24.12,15.52
2024-06-16,Sticky Notes,Stationery,East,4,8.28,33.12,19.93
2024-06-16,Ballpoint Pens (Pack),Stationery,West,1,13.22,13.22,7.0
2024-06-16,Office Chair,Furniture,South,4,104.44,417.76,239.21
2024-06-16,Notebook Set,Stationery,West,6,10.1,60.6,38.33
2024-06-16,Desk Lamp,Furniture,North,7,185.33,1297.31,735.26
2024-06-16,Desk Lamp,Furniture,North,5,314.94,1574.7,972.67
2024-06-16,Notebook Set,Stationery,West,4,4.14,16.56,9.36
2024-06-17,Notebook Set,Stationery,North,2,2.11,4.22,2.53
2024-06-17,Mechanical Keyboard,Electronics,South,1,15.22,15.22,8.73
2024-06-17,Water Bottle,Home & Kitchen,East,2,8.86,17.72,10.93
2024-06-17,Wireless Mouse,Electronics,Central,1,101.25,101.25,70.74
2024-06-17,Mechanical Keyboard,Electronics,East,5,79.62,398.1,204.22
2024-06-17,Coffee Mug,Home & Kitchen,East,3,21.34,64.02,40.83
2024-06-17,Wireless Mouse,Electronics,West,6,84.83,508.98,306.29
2024-06-17,Standing Desk,Furniture,West,7,128.19,897.33,507.28
2024-06-17,Office Chair,Furniture,West,3,70.67,212.01,112.27
2024-06-17,Ballpoint Pens (Pack),Stationery,South,3,6.33,18.99,10.4
2024-06-17,Ballpoint Pens (Pack),Stationery,West,7,14.25,99.75,61.6
2024-06-17,Office Chair,Furniture,West,1,173.33,173.33,115.82
2024-06-17,Standing Desk,Furniture,West,3,194.42,583.26,392.25
2024-06-17,Ballpoint Pens (Pack),Stationery,South,6,10.56,63.36,41.2
2024-06-17,USB-C Hub,Electronics,North,3,115.2,345.6,183.04
2024-06-17,USB-C Hub,Electronics,South,8,115.49,923.92,604.4
2024-06-18,Water Bottle,Home & Kitchen,East,6,18.62,111.72,74.28
2024-06-18,Sticky Notes,Stationery,South,4,13.15,52.6,29.18
2024-06-18,Notebook Set,Stationery,Central,4,12.4,49.6,31.93
2024-06-18,Sticky Notes,Stationery,East,8,7.3,58.4,38.45
2024-06-18,Ballpoint Pens (Pack),Stationery,West,8,5.0,40.0,24.73
2024-06-18,Ballpoint Pens (Pack),Stationery,East,5,12.62,63.1,38.86
2024-06-18,Notebook Set,Stationery,East,1,14.38,14.38,8.33
2024-06-18,Notebook Set,Stationery,North,2,12.59,25.18,14.69
2024-06-18,Sticky Notes,Stationery,East,1,8.94,8.94,5.86
2024-06-18,Office Chair,Furniture,West,6,250.27,1501.62,849.55
2024-06-18,Office Chair,Furniture,West,1,330.01,330.01,184.3
2024-06-18,Standing Desk,Furniture,West,3,119.19,357.57,245.42
2024-06-19,Standing Desk,Furniture,Central,2,105.11,210.22,145.2
2024-06-19,Mechanical Keyboard,Electronics,East,3,26.9,80.7,52.93
2024-06-19,Ballpoint Pens (Pack),Stationery,Central,2,12.21,24.42,12.66
2024-06-19,USB-C Hub,Electronics,West,4,72.26,289.04,191.02
2024-06-19,Mechanical Keyboard,Electronics,North,3,30.31,90.93,54.17
2024-06-19,Water Bottle,Home & Kitchen,East,1,10.28,10.28,6.19
2024-06-19,Notebook Set,Stationery,South,3,12.06,36.18,18.57
2024-06-20,Office Chair,Furniture,West,8,246.33,1970.64,1163.82
2024-06-20,Wireless Mouse,Electronics,Central,6,16.8,100.8,65.51
2024-06-20,Wireless Mouse,Electronics,East,8,23.95,191.6,100.26
2024-06-20,USB-C Hub,Electronics,West,8,73.13,585.04,387.39
2024-06-20,Water Bottle,Home & Kitchen,East,4,26.89,107.56,54.96
2024-06-21,Standing Desk,Furniture,South,5,349.79,1748.95,1217.73
2024-06-21,Sticky Notes,Stationery,East,2,7.29,14.58,8.12
2024-06-21,USB-C Hub,Electronics,North,3,112.8,338.4,175.64
2024-06-21,Standing Desk,Furniture,East,6,112.96,677.76,370.26
2024-06-21,Standing Desk,Furniture,East,2,219.19,438.38,245.25
2024-06-21,Sticky Notes,Stationery,East,2,2.53,5.06,2.96
2024-06-21,Water Bottle,Home & Kitchen,East,5,28.78,143.9,72.07
2024-06-22,Ballpoint Pens (Pack),Stationery,North,8,3.39,27.12,18.66
2024-06-22,Office Chair,Furniture,North,6,248.06,1488.36,931.96
2024-06-22,Wireless Mouse,Electronics,West,4,91.52,366.08,233.01
2024-06-22,Office Chair,Furniture,West,1,313.77,313.77,209.71
2024-06-22,Ballpoint Pens (Pack),Stationery,Central,4,10.67,42.68,25.85
2024-06-22,Desk Lamp,Furniture,South,7,179.35,1255.45,782.49
2024-06-22,Mechanical Keyboard,Electronics,West,5,83.08,415.4,223.58
2024-06-22,Standing Desk,Furniture,South,3,228.26,684.78,439.78
2024-06-22,Office Chair,Furniture,South,1,258.38,258.38,178.77
2024-06-22,Coffee Mug,Home & Kitchen,North,4,10.35,41.4,22.41
2024-06-22,USB-C Hub,Electronics,South,2,106.22,212.44,135.13
2024-06-23,Ballpoint Pens (Pack),Stationery,South,3,13.31,39.93,25.25
2024-06-23,Ballpoint Pens (Pack),Stationery,West,5,7.63,38.15,25.04
2024-06-23,Wireless Mouse,Electronics,West,5,36.4,182.0,97.44
2024-06-23,Wireless Mouse,Electronics,West,2,76.58,153.16,97.67
2024-06-23,Standing Desk,Furniture,West,7,199.3,1395.1,915.47
2024-06-23,Water Bottle,Home & Kitchen,West,7,28.55,199.85,104.31
2024-06-23,Desk Lamp,Furniture,Central,5,138.83,694.15,450.7
2024-06-23,Wireless Mouse,Electronics,North,2,40.33,80.66,51.11
2024-06-23,Sticky Notes,Stationery,Central,3,2.04,6.12,3.46
2024-06-23,Sticky Notes,Stationery,West,6,3.41,20.46,13.36
2024-06-23,Standing Desk,Furniture,East,4,254.25,1017.0,581.09
2024-06-23,Notebook Set,Stationery,West,4,13.15,52.6,34.28
2024-06-23,Sticky Notes,Stationery,East,8,2.21,17.68,10.84
2024-06-23,USB-C Hub,Electronics,South,7,105.99,741.93,381.74
2024-06-23,Water Bottle,Home & Kitchen,Central,8,16.16,129.28,65.59
2024-06-23,Wireless Mouse,Electronics,Central,7,27.63,193.41,104.79
2024-06-24,Desk Lamp,Furniture,South,2,132.59,265.18,182.35
2024-06-24,Office Chair,Furniture,North,8,216.91,1735.28,869.85
2024-06-24,Ballpoint Pens (Pack),Stationery,South,7,8.55,59.85,36.82
2024-06-24,Wireless Mouse,Electronics,West,6,113.14,678.84,439.74
2024-06-24,Water Bottle,Home & Kitchen,Central,1,13.15,13.15,6.69
2024-06-24,USB-C Hub,Electronics,South,4,35.75,143.0,89.19
2024-06-24,Wireless Mouse,Electronics,North,4,53.5,214.0,125.48
2024-06-24,Mechanical Keyboard,Electronics,South,8,54.7,437.6,292.57
2024-06-24,Notebook Set,Stationery,North,2,4.0,8.0,4.37
2024-06-24,USB-C Hub,Electronics,East,6,108.07,648.42,397.78
2024-06-24,Ballpoint Pens (Pack),Stationery,West,3,5.63,16.89,9.17
2024-06-25,Wireless Mouse,Electronics,South,7,46.03,322.21,198.57
2024-06-25,USB-C Hub,Electronics,North,4,92.39,369.56,213.95
2024-06-25,Water Bottle,Home & Kitchen,Central,3,25.58,76.74,42.06
2024-06-25,Wireless Mouse,Electronics,Central,2,40.36,80.72,44.55
2024-06-25,Desk Lamp,Furniture,Central,3,72.77,218.31,115.26
2024-06-25,Office Chair,Furniture,North,3,80.72,242.16,156.81
2024-06-26,Desk Lamp,Furniture,West,3,347.9,1043.7,524.26
2024-06-26,Wireless Mouse,Electronics,North,1,23.78,23.78,12.28
2024-06-26,Office Chair,Furniture,West,2,319.35,638.7,399.93
2024-06-26,Coffee Mug,Home & Kitchen,North,3,25.48,76.44,45.93
2024-06-26,Standing Desk,Furniture,East,5,218.27,1091.35,663.54
2024-06-26,Standing Desk,Furniture,West,2,299.06,598.12,304.14
2024-06-26,Notebook Set,Stationery,West,1,2.57,2.57,1.63
2024-06-26,Office Chair,Furniture,West,6,85.72,514.32,272.59
2024-06-26,Notebook Set,Stationery,Central,2,5.5,11.0,6.21
